input,label
"I am a 31-year-old female with a height of 191 cm and a weight of 100 kg. My primary goal is health maintenance, and I aim to reach a target weight of 85 kg. I am a advanced at the gym. ",user_profile
"I am a 42-year-old female with a height of 155 cm and a weight of 76 kg. My primary goal is weight loss, and I aim to reach a target weight of 71 kg. I am a beginner at the gym. ",user_profile
Are there any specific tips for maintaining healthy eyesight and preventing eye strain?,ask_advice
"I am a 49-year-old male with a height of 168 cm and a weight of 52 kg. My primary goal is endurance, and I aim to reach a target weight of 56 kg. I am a advanced at the gym. ",user_profile
"I am a 51-year-old male with a height of 172 cm and a weight of 50 kg. My primary goal is weight loss, and I aim to reach a target weight of 45 kg. I am a advanced at the gym. ",user_profile
Did a 45-minute strength training session right after waking up.,store_log
"I am a 54-year-old male with a height of 166 cm and a weight of 86 kg. My primary goal is health maintenance, and I aim to reach a target weight of 91 kg. I am a beginner at the gym. ",user_profile
Had chili with cornbread and a small salad for dinner.,store_log
Had pancakes with maple syrup and berries for breakfast.,store_log
Had spaghetti with marinara sauce and a side salad for dinner.,store_log
"I am a 51-year-old female with a height of 193 cm and a weight of 76 kg. My primary goal is weight loss, and I aim to reach a target weight of 71 kg. I am a intermediate at the gym. ",user_profile
Walked the dog for 40 minutes after lunch.,store_log
Had mixed nuts and dried cranberries for snack.,store_log
"How can I foster healthy and positive relationships with food, focusing on nourishment rather than restriction or guilt?",ask_advice
Had mixed nuts and dried cranberries for snack.,store_log
"I am a 39-year-old female with a height of 166 cm and a weight of 81 kg. My primary goal is endurance, and I aim to reach a target weight of 90 kg. I am a beginner at the gym. ",user_profile
Ran 3 miles around the park before breakfast.,store_log
"I am a 58-year-old male with a height of 164 cm and a weight of 88 kg. My primary goal is health maintenance, and I aim to reach a target weight of 92 kg. I am a intermediate at the gym. ",user_profile
"I am a 54-year-old male with a height of 196 cm and a weight of 91 kg. My primary goal is weight loss, and I aim to reach a target weight of 86 kg. I am a beginner at the gym. ",user_profile
"I am a 48-year-old male with a height of 200 cm and a weight of 81 kg. My primary goal is muscle gain, and I aim to reach a target weight of 86 kg. I am a advanced at the gym. ",user_profile
What are some effective strategies for managing and reducing cravings for unhealthy foods?,ask_advice
Had scrambled eggs with toast and black coffee for breakfast.,store_log
"I am a 54-year-old female with a height of 200 cm and a weight of 55 kg. My primary goal is weight loss, and I aim to reach a target weight of 50 kg. I am a advanced at the gym. ",user_profile
"I am a 49-year-old male with a height of 196 cm and a weight of 52 kg. My primary goal is muscle gain, and I aim to reach a target weight of 57 kg. I am a beginner at the gym. ",user_profile
"I am a 39-year-old female with a height of 153 cm and a weight of 71 kg. My primary goal is health maintenance, and I aim to reach a target weight of 83 kg. I am a beginner at the gym. ",user_profile
Swam 20 laps at the gym right after waking up.,store_log
Had grilled steak with mashed potatoes and steamed carrots for dinner.,store_log
Had overnight oats with blueberries and chia seeds for breakfast.,store_log
"I am a 54-year-old male with a height of 166 cm and a weight of 86 kg. My primary goal is health maintenance, and I aim to reach a target weight of 91 kg. I am a beginner at the gym. ",user_profile
Had a turkey sandwich with apple slices for lunch.,store_log
Can you recommend effective ab exercises?,ask_advice
"I am a 49-year-old male with a height of 196 cm and a weight of 52 kg. My primary goal is muscle gain, and I aim to reach a target weight of 57 kg. I am a beginner at the gym. ",user_profile
"I am a 55-year-old female with a height of 159 cm and a weight of 51 kg. My primary goal is endurance, and I aim to reach a target weight of 85 kg. I am a intermediate at the gym. ",user_profile
"I am a 51-year-old female with a height of 193 cm and a weight of 76 kg. My primary goal is weight loss, and I aim to reach a target weight of 71 kg. I am a intermediate at the gym. ",user_profile
Cycled 12 miles after work in the afternoon.,store_log
"I am a 43-year-old male with a height of 190 cm and a weight of 100 kg. My primary goal is weight loss, and I aim to reach a target weight of 95 kg. I am a intermediate at the gym. ",user_profile
Had a protein bar and some water for snack.,store_log
Had overnight oats with blueberries and chia seeds for breakfast.,store_log
"I am a 51-year-old male with a height of 172 cm and a weight of 50 kg. My primary goal is weight loss, and I aim to reach a target weight of 45 kg. I am a advanced at the gym. ",user_profile
"I am a 31-year-old male with a height of 169 cm and a weight of 57 kg. My primary goal is muscle gain, and I aim to reach a target weight of 62 kg. I am a beginner at the gym. ",user_profile
How can I promote healthy digestion and gut health through dietary choices and lifestyle habits?,ask_advice
"I am a 43-year-old male with a height of 190 cm and a weight of 100 kg. My primary goal is weight loss, and I aim to reach a target weight of 95 kg. I am a intermediate at the gym. ",user_profile
Did a bodyweight circuit at home before dinner.,store_log
Ran 3 miles around the park late evening.,store_log
"I am a 51-year-old male with a height of 162 cm and a weight of 95 kg. My primary goal is muscle gain, and I aim to reach a target weight of 100 kg. I am a advanced at the gym. ",user_profile
"I am a 53-year-old female with a height of 200 cm and a weight of 76 kg. My primary goal is weight loss, and I aim to reach a target weight of 71 kg. I am a intermediate at the gym. ",user_profile
Walked the dog for 40 minutes after lunch.,store_log
What are some effective ways to improve and maintain cardiovascular fitness?,ask_advice
What are some practical tips for maintaining healthy hair and skin?,ask_advice
"I am a 45-year-old male with a height of 198 cm and a weight of 60 kg. My primary goal is muscle gain, and I aim to reach a target weight of 65 kg. I am a intermediate at the gym. ",user_profile
Had stuffed bell peppers with a side of quinoa for dinner.,store_log
Did a bodyweight circuit at home before dinner.,store_log
"I am a 27-year-old female with a height of 161 cm and a weight of 65 kg. My primary goal is endurance, and I aim to reach a target weight of 52 kg. I am a advanced at the gym. ",user_profile
Had a banana and a handful of almonds for snack.,store_log
Went for a 5k run after work.,store_log
Had a turkey sandwich with apple slices for lunch.,store_log
"I am a 27-year-old female with a height of 161 cm and a weight of 65 kg. My primary goal is endurance, and I aim to reach a target weight of 52 kg. I am a advanced at the gym. ",user_profile
"I am a 33-year-old female with a height of 193 cm and a weight of 66 kg. My primary goal is muscle gain, and I aim to reach a target weight of 71 kg. I am a advanced at the gym. ",user_profile
Had a protein bar and some water for snack.,store_log
"I am a 36-year-old female with a height of 160 cm and a weight of 80 kg. My primary goal is weight loss, and I aim to reach a target weight of 75 kg. I am a advanced at the gym. ",user_profile
"I am a 58-year-old male with a height of 192 cm and a weight of 68 kg. My primary goal is endurance, and I aim to reach a target weight of 55 kg. I am a beginner at the gym. ",user_profile
Took a 30-minute yoga class after lunch.,store_log
Had pancakes with maple syrup and berries for breakfast.,store_log
How can I optimize my nutrition to support my fitness goals?,ask_advice
"I am a 54-year-old male with a height of 189 cm and a weight of 63 kg. My primary goal is health maintenance, and I aim to reach a target weight of 93 kg. I am a intermediate at the gym. ",user_profile
Walked the dog for 40 minutes right after waking up.,store_log
"I am a 36-year-old male with a height of 192 cm and a weight of 67 kg. My primary goal is muscle gain, and I aim to reach a target weight of 72 kg. I am a intermediate at the gym. ",user_profile
"I am a 58-year-old male with a height of 192 cm and a weight of 68 kg. My primary goal is endurance, and I aim to reach a target weight of 55 kg. I am a beginner at the gym. ",user_profile
What are some strategies for maintaining a healthy work-life balance and preventing burnout?,ask_advice
Had a protein bar and some water for snack.,store_log
"I am a 41-year-old male with a height of 157 cm and a weight of 77 kg. My primary goal is weight loss, and I aim to reach a target weight of 72 kg. I am a intermediate at the gym. ",user_profile
Ran 3 miles around the park before breakfast.,store_log
"I am a 52-year-old female with a height of 196 cm and a weight of 73 kg. My primary goal is weight loss, and I aim to reach a target weight of 68 kg. I am a intermediate at the gym. ",user_profile
"How can I incorporate regular movement and exercise into my day, even if I have a sedentary job?",ask_advice
Went for a 5k run right after waking up.,store_log
"I am a 21-year-old female with a height of 187 cm and a weight of 90 kg. My primary goal is endurance, and I aim to reach a target weight of 82 kg. I am a advanced at the gym. ",user_profile
Took a 30-minute yoga class right after waking up.,store_log
